"","Chr","start","end","strand","length","ENSMID","geneName","geneType","simpleType","ProR1","ProR2","BasoR1","BasoR2","PolyR1","PolyR2","OrthoR1","OrthoR2"
"ENSG00000196660.10_2","chr1",219858769,220131989,"-",273220,"ENSG00000196660.10_2","SLC30A10","protein_coding","Protein_coding","0.118980714169774","0.10374202391243","0.374982665310546","0.404543767906213","0.389065307249442","0.473764450341736","0.308156852876932","0.247267820648934"
"ENSG00000186205.12_3","chr1",220960101,220992999,"+",32898,"ENSG00000186205.12_3","MARC1","protein_coding","Protein_coding","0.00241599624039584","0.00222631566501565","0.00783132041719955","0","0","0.0140824772592009","0.00324367861545686","0.00549819306469412"
"ENSG00000185842.15_2","chr1",225083964,225586994,"+",503030,"ENSG00000185842.15_2","DNAH14","protein_coding","Protein_coding","0.0606740644048112","0.0634817427946456","0.0239010722169681","0.01754125893789","0.00762138591423592","0.0178671958637455","0.00869755701000594","0.0115065617838972"
"ENSG00000168118.11_3","chr1",229406809,229441641,"+",34832,"ENSG00000168118.11_3","RAB4A","protein_coding","Protein_coding","3.57566097967448","3.51151313988957","2.92408176384595","3.02433230309494","1.79606146720006","2.36218063357483","1.84427378654577","1.72924012294121"
"ENSG00000116903.7_2","chr1",231468499,231473598,"-",5099,"ENSG00000116903.7_2","EXOC8","protein_coding","Protein_coding","51.2989671005571","52.2700941103795","68.7834502048288","67.2159583286998","79.493177534588","79.8279068399264","68.8313322359844","63.5508381201988"
"ENSG00000010072.15_2","chr1",231472850,231490769,"+",17919,"ENSG00000010072.15_2","SPRTN","protein_coding","Protein_coding","6.23644794402915","6.65830297706225","7.43808577747954","8.03431711677197","9.66668960295944","9.77297044132294","7.28316252629385","7.19218054872727"
"ENSG00000116962.14_2","chr1",236139130,236228462,"-",89332,"ENSG00000116962.14_2","NID1","protein_coding","Protein_coding","0.0106767712779128","0.00327951160827855","0.000961338150886695","0.00173289693316844","0.00780293686155036","0.010372214589916","0.0071672327334863","0.00708680477374374"
"ENSG00000134313.15_3","chr2",8861211,8977760,"-",116549,"ENSG00000134313.15_3","KIDINS220","protein_coding","Protein_coding","7.14759472738229","7.52214736282411","8.45453115634238","8.16724778573009","8.4792268506498","9.75868949560855","11.9538803282397","10.6635271469004"
"ENSG00000143870.12_3","chr2",10923517,10978103,"-",54586,"ENSG00000143870.12_3","PDIA6","protein_coding","Protein_coding","9.30287890188671","9.07969257142093","6.15618712099394","5.9484044384806","5.21007580574021","5.36903792375297","3.97823520776014","3.58206865190954"
"ENSG00000183891.5_2","chr2",20096404,20101747,"-",5343,"ENSG00000183891.5_2","TTC32","protein_coding","Protein_coding","31.5069622052099","32.3232383715217","28.9314743498069","26.5683113383113","23.4829406754413","25.1975891625209","24.7453411817556","22.8511510244352"
"ENSG00000143970.16_3","chr2",25956622,26101385,"-",144763,"ENSG00000143970.16_3","ASXL2","protein_coding","Protein_coding","4.90187641081001","5.00829599323951","5.5864797741682","5.39596919803659","5.43988758847337","5.87191434340908","5.03097773117523","4.25450485470083"
"ENSG00000057935.13_2","chr2",42721709,42984087,"+",262378,"ENSG00000057935.13_2","MTA3","protein_coding","Protein_coding","0.185391473072147","0.191493014905639","0.109320669942348","0.112985094031029","0.0358650550052452","0.0738069772667652","0.0447375896608822","0.0403290443306031"
"ENSG00000180398.11_2","chr2",47129009,47168994,"-",39985,"ENSG00000180398.11_2","MCFD2","protein_coding","Protein_coding","8.14195313043784","8.10719366615613","7.08546651829033","7.07909360116567","8.1280598812703","8.32604334318055","7.93423615651954","6.96647531277112"
"ENSG00000068724.15_3","chr2",47143296,47303276,"+",159980,"ENSG00000068724.15_3","TTC7A","protein_coding","Protein_coding","0.500795698656548","0.498103325599956","0.625379250810645","0.569456513868566","0.569693356731274","0.67821868918428","0.645679471436292","0.493523727657002"
"ENSG00000116062.14_3","chr2",47922669,48037240,"+",114571,"ENSG00000116062.14_3","MSH6","protein_coding","Protein_coding","6.04655862882389","6.12608506272149","6.13367954442459","5.79240033734989","4.56301303809003","4.71651654370555","5.08726435587259","4.52865912653515"
"ENSG00000243244.5_3","chr2",48756522,48825652,"+",69130,"ENSG00000243244.5_3","STON1","protein_coding","Protein_coding","0.0712838065619213","0.0317841744890864","0.0372681584095228","0.0335895737379871","0.00504160245708099","0.0107226463040229","0.0293288043213466","0.0143908224350165"
"ENSG00000186889.9_3","chr2",62727356,62739029,"-",11673,"ENSG00000186889.9_3","TMEM17","protein_coding","Protein_coding","0.646854896776451","0.658814352652009","0.603273990832763","0.523834864982029","0.253788298791491","0.341322187707482","0.310816270804779","0.209189925338058"
"ENSG00000198380.12_2","chr2",69546901,69614386,"-",67485,"ENSG00000198380.12_2","GFPT1","protein_coding","Protein_coding","7.63662569383507","8.00407244593873","6.04208308560286","5.87121077928605","6.42979687979878","7.34418987014801","5.54701890986559","5.08853576360999"
"ENSG00000135636.13_2","chr2",71680852,71913898,"+",233046,"ENSG00000135636.13_2","DYSF","protein_coding","Protein_coding","0.119710215816218","0.136082563441327","0.106497502861486","0.106613738866256","0.300600403136976","0.318868240752725","0.82146317520915","0.699314639399599"
"ENSG00000116127.17_3","chr2",73612886,73837920,"+",225034,"ENSG00000116127.17_3","ALMS1","protein_coding","Protein_coding","2.61931259743629","2.81301865024058","4.09138540038485","3.92831030606679","5.00872318135393","5.32347655948299","3.75801444358875","3.59936120439868"
"ENSG00000174501.14_1","chr2",96502667,96657579,"-",154912,"ENSG00000174501.14_1","ANKRD36C","protein_coding","Protein_coding","2.65003137197209","2.80602735654765","1.73794376254814","1.7342805257247","1.30152782347951","1.39124366552241","0.867946183995027","0.717507273931637"
"ENSG00000153107.11_2","chr2",112523848,112642267,"-",118419,"ENSG00000153107.11_2","ANAPC1","protein_coding","Protein_coding","5.34668579725868","5.73528638621573","3.34030235144037","3.24851438411067","1.78649767824261","1.76677440387043","1.32105194527774","1.23800133159366"
"ENSG00000136682.14_3","chr2",114195268,114253766,"+",58498,"ENSG00000136682.14_3","CBWD2","protein_coding","Protein_coding","2.01088135643069","1.95817710720672","1.92608767342223","1.65525948913713","1.66523660315418","1.75658463055957","1.8497125822862","1.6156034004343"
"ENSG00000184492.6_2","chr2",114256242,114258732,"+",2490,"ENSG00000184492.6_2","FOXD4L1","protein_coding","Protein_coding","0.510724140186616","0.176485139151048","0.0689785218433817","0.186509817872052","0.139970272232132","0.26048171551103","0.514267658271324","0.653781525695087"
"ENSG00000076003.4_2","chr2",136597196,136633996,"-",36800,"ENSG00000076003.4_2","MCM6","protein_coding","Protein_coding","25.9092229897076","26.3668797891665","22.8627529954352","21.5967219052377","12.3025881858031","13.236364217078","14.843783956749","13.3300368032483"
"ENSG00000121989.14_2","chr2",148602086,148688395,"+",86309,"ENSG00000121989.14_2","ACVR2A","protein_coding","Protein_coding","0.0414402321223094","0.0509156630810354","0.0199001864683892","0.0215231063505039","0.010095296488721","0.017176807493937","0.0074182673249348","0.00733502235048576"
"ENSG00000080345.17_3","chr2",152266397,152364527,"+",98130,"ENSG00000080345.17_3","RIF1","protein_coding","Protein_coding","31.4151360364965","32.1506537189368","26.131915158392","25.3564497379001","17.740622229703","19.266022650689","14.1758747334575","12.4577038159262"
"ENSG00000183091.19_4","chr2",152341850,152591001,"-",249151,"ENSG00000183091.19_4","NEB","protein_coding","Protein_coding","0.0299868584342626","0.0202834905723447","0.0210256986381577","0.0214356299383354","0.0104914081578443","0.0159913221183517","0.0235563158487081","0.0196015588817315"
"ENSG00000182389.19_4","chr2",152689282,152955989,"-",266707,"ENSG00000182389.19_4","CACNB4","protein_coding","Protein_coding","0.000596020684245574","0.00109845385007045","0.000965984316441004","0.000580424018993889","0","0.000347411456672071","0.00160041602344595","0.00101729363370088"
"ENSG00000198648.10_3","chr2",168810530,169104651,"-",294121,"ENSG00000198648.10_3","STK39","protein_coding","Protein_coding","0.0172949651206772","0.0144430261673451","0.00759155161335052","0.00605273411823276","0.00118497481600433","0.000315030437726779","0.00326530527171367","0.0003074917388461"
"ENSG00000115806.12_2","chr2",171784974,171823639,"+",38665,"ENSG00000115806.12_2","GORASP2","protein_coding","Protein_coding","3.85021971304496","3.58771716601875","2.6031118676465","2.46227690502493","1.66308141509899","2.08966669470281","1.97055023693749","1.69347986732485"
"ENSG00000115896.15_2","chr2",198669426,199437305,"+",767879,"ENSG00000115896.15_2","PLCL1","protein_coding","Protein_coding","0.021322600994698","0.0271836836703311","0.00190125060695132","0.00131038935485893","0.00249634757327528","0.0016893272810494","0.00208451863688093","0.000824450784626322"
"ENSG00000144407.9_3","chr2",209224438,209719227,"+",494789,"ENSG00000144407.9_3","PTH2R","protein_coding","Protein_coding","0.0960609546721779","0.127301832019323","0.0588386767624351","0.0452092811410208","0.00915711083341406","0.00842696186022468","0.0109991076876331","0.00767695050675834"
"ENSG00000115425.13_3","chr2",216861052,216947678,"-",86626,"ENSG00000115425.13_3","PECR","protein_coding","Protein_coding","0.940462221786251","0.980767275267406","0.777232650715583","0.708556882605718","0.341984024633837","0.351905607626531","0.1601409516989","0.23072969866293"
"ENSG00000231672.6_2","chr2",218148742,218621316,"-",472574,"ENSG00000231672.6_2","DIRC3","protein_coding","Protein_coding","0.00252282534533879","0.000619935356136265","0.000545173410058596","0.00163787204579392","0","0.000392137812806621","0.00496775501827987","0.0013396387529743"
"ENSG00000144455.13_3","chr3",3742498,4508965,"-",766467,"ENSG00000144455.13_3","SUMF1","protein_coding","Protein_coding","0.115208984386384","0.125944204462095","0.102184403036072","0.109366619950375","0.0954906804209207","0.0880068483688618","0.0847873663270584","0.0842488995519751"
"ENSG00000170364.12_2","chr3",4344988,4359251,"+",14263,"ENSG00000170364.12_2","SETMAR","protein_coding","Protein_coding","1.74978430311956","1.88456629870296","1.76416813367721","1.22101621284462","0.745287970600103","0.961455932934615","0.845424589309182","0.710177038825577"
"ENSG00000150995.18_3","chr3",4535032,4889524,"+",354492,"ENSG00000150995.18_3","ITPR1","protein_coding","Protein_coding","0.269278896630015","0.291112459072385","0.194048063188177","0.176641147623285","0.202533065453522","0.192636952752412","0.175797915973616","0.170678636740608"
"ENSG00000196220.15_3","chr3",9022275,9404737,"-",382462,"ENSG00000196220.15_3","SRGAP3","protein_coding","Protein_coding","0.00789698031184432","0.00670248716517972","0.00493989393270502","0.00627369204502395","0.00318944345452105","0.00484529534304783","0.00111603808055493","0.00189173884404001"
"ENSG00000163812.13_3","chr3",44956749,45017677,"-",60928,"ENSG00000163812.13_3","ZDHHC3","protein_coding","Protein_coding","6.05425064129911","6.29297493655019","12.4008161895467","12.0825626030585","14.0175766271837","14.7346757778504","13.084861435647","12.0456735196816"
"ENSG00000114650.18_2","chr3",47455184,47518616,"-",63432,"ENSG00000114650.18_2","SCAP","protein_coding","Protein_coding","5.47944816490477","5.34253447193116","3.94109619706418","3.79491260620135","2.19504553150262","2.28604348658892","2.17014433452794","1.79505108069953"
"ENSG00000007402.11_3","chr3",50400230,50541675,"-",141445,"ENSG00000007402.11_3","CACNA2D2","protein_coding","Protein_coding","0.203978679252747","0.17967932739543","0.119608449644152","0.0974052122465162","0.0443526996461109","0.0137565726244646","0.0241418024739057","0.0185425681636923"
"ENSG00000088543.14_2","chr3",50595456,50608458,"-",13002,"ENSG00000088543.14_2","C3orf18","protein_coding","Protein_coding","0.806918216411596","0.957623947631627","0.37648521785999","0.261934261986131","0.348472366724666","0.213791110693673","0.344704094895753","0.306056777398151"
"ENSG00000114735.9_3","chr3",50606583,50633599,"+",27016,"ENSG00000114735.9_3","HEMK1","protein_coding","Protein_coding","6.8048778762275","7.35775011390348","4.4153428603927","4.37489651075691","3.23808189377999","3.75210363147224","3.65365889322817","3.22042738257883"
"ENSG00000114737.15_2","chr3",50643921,50649262,"-",5341,"ENSG00000114737.15_2","CISH","protein_coding","Protein_coding","114.884244546659","118.782329949531","139.24465998105","130.529110798171","162.125592957915","165.797339992401","179.85550887472","160.525948847882"
"ENSG00000114738.10_2","chr3",50648951,50686728,"+",37777,"ENSG00000114738.10_2","MAPKAPK3","protein_coding","Protein_coding","3.49678800471433","3.27072367698187","1.59130639771573","1.43423517197848","1.00562065771562","0.848647200985381","1.05928083646762","0.943253101679184"
"ENSG00000114767.6_2","chr3",51967446,51975957,"-",8511,"ENSG00000114767.6_2","RRP9","protein_coding","Protein_coding","5.56584899690508","5.2923768816621","1.20074173466176","1.52784214569845","0.327600496165441","0.348375767358526","0.288372976042755","0.244403112159151"
"ENSG00000041880.14_3","chr3",51976361,51982883,"+",6522,"ENSG00000041880.14_3","PARP3","protein_coding","Protein_coding","2.35202679440243","2.15613859054822","0.869053225984464","0.925685802594039","0.213754049590928","0.525653402769335","0.752634896994754","0.526941360534167"
"ENSG00000163947.11_3","chr3",56761446,57113357,"-",351911,"ENSG00000163947.11_3","ARHGEF3","protein_coding","Protein_coding","0.0496884659747473","0.0366299279181171","0.124701389567675","0.132187815170762","0.0940861976366491","0.115060735364103","0.104614905434892","0.0817247807409455"
"ENSG00000163412.12_2","chr3",71724567,71803924,"-",79357,"ENSG00000163412.12_2","EIF4E3","protein_coding","Protein_coding","0.0100156815802692","0.0193816296949403","0.0129861148523775","0.0273100556179448","0.00658781162073935","0.0221843602973666","0.00268937936392","0.00455862886556466"
"ENSG00000170017.12_3","chr3",105085753,105295744,"+",209991,"ENSG00000170017.12_3","ALCAM","protein_coding","Protein_coding","0.0075699857914427","0.00488296478643174","0.00368065458641129","0.0077404891769406","0","0.00264745824462871","0.00152450160851607","0.00129205219825355"
"ENSG00000153283.12_3","chr3",111011566,111384597,"+",373031,"ENSG00000153283.12_3","CD96","protein_coding","Protein_coding","0.0193893039259615","0.0164926559744512","0.00322304482933092","0.00414987357173541","0","0.00173872807252605","0.00143031730729215","0.000242445742367668"
"ENSG00000144848.10_2","chr3",112251356,112280893,"-",29537,"ENSG00000144848.10_2","ATG3","protein_coding","Protein_coding","13.1397194230178","13.6653344880147","13.2174076098966","13.0815133388351","12.8911071134467","13.0467123679155","13.9922780885196","13.1478621909684"
"ENSG00000138459.8_3","chr3",112280556,112304424,"+",23868,"ENSG00000138459.8_3","SLC35A5","protein_coding","Protein_coding","5.12493475796709","5.23196213904821","4.14135566067357","4.20604332238652","3.37311466755488","3.40456879870779","3.62586924765561","3.22078980488439"
"ENSG00000144852.17_3","chr3",119499331,119537332,"+",38001,"ENSG00000144852.17_3","NR1I2","protein_coding","Protein_coding","0.00209156191459546","0.0019273527735503","0","0.00407365987299816","0","0.0121913985651217","0.00561619636805872","0.0309391097701376"
"ENSG00000058262.9_2","chr3",127770484,127790526,"+",20042,"ENSG00000058262.9_2","SEC61A1","protein_coding","Protein_coding","30.1475870519087","29.717519105088","32.9467088511593","34.2324895535084","38.9965824441964","43.494545946542","40.9708411489647","37.1154162137755"
"ENSG00000163902.11_3","chr3",128338813,128399918,"-",61105,"ENSG00000163902.11_3","RPN1","protein_coding","Protein_coding","8.11268747569387","7.82095894245386","8.96939781316677","8.93402020067763","11.9607065799565","12.1915198705849","9.7987535363928","8.80642627347785"
"ENSG00000251287.8_3","chr3",129800674,129832070,"+",31396,"ENSG00000251287.8_3","ALG1L2","protein_coding","Protein_coding","0.0886052538883609","0.0606534160861194","0.035559223341672","0.0295839881832978","0.0277524189274118","0.0206586658052767","0.0135954311493566","0.0432092198311028"
"ENSG00000206384.10_2","chr3",130279178,130396999,"+",117821,"ENSG00000206384.10_2","COL6A6","protein_coding","Protein_coding","0.00134918977629696","0.00559469020572871","0.00728887547169098","0.00328471046829095","0.00739524316246697","0.00157284469448804","0.00271710151224229","0.00307041283713951"
"ENSG00000175110.11_3","chr3",138724648,139076065,"+",351417,"ENSG00000175110.11_3","MRPS22","protein_coding","Protein_coding","0.422267154232676","0.43204877050897","0.362411206992548","0.325317572609645","0.299019632869752","0.318246073244004","0.346169976307582","0.302909700947301"
"ENSG00000155893.12_3","chr3",140947568,141086595,"+",139027,"ENSG00000155893.12_3","PXYLP1","protein_coding","Protein_coding","0.106335809899349","0.0832365696888676","0.119217879412898","0.114131231742502","0.0325896244050013","0.0333234074584929","0.0713823943226198","0.0500900032693565"
"ENSG00000181804.14_3","chr3",142984064,143567373,"-",583309,"ENSG00000181804.14_3","SLC9A9","protein_coding","Protein_coding","0.00204389382771076","0.0023856743547691","0.000147226015190937","0.000132693948519398","0","0.000794236565650778","0.000182939983938701","0.000310092173174608"
"ENSG00000206199.10_3","chr3",149478887,149686172,"-",207285,"ENSG00000206199.10_3","ANKUB1","protein_coding","Protein_coding","0.00230064242901924","0.00106000915764795","0.00248580243707968","0.000373406538904897","0.000840692712588968","0","0.000514801066605397","0.00174522570800885"
"ENSG00000085276.17_4","chr3",168801287,169381406,"-",580119,"ENSG00000085276.17_4","MECOM","protein_coding","Protein_coding","0.00137008862520521","0.00492383800075451","0.00133232032954462","0.00253504869504555","0.00150195898538924","0.000958324764828988","0.000735783789817604","0.000623594660551739"
"ENSG00000127241.16_3","chr3",186935073,187009810,"-",74737,"ENSG00000127241.16_3","MASP1","protein_coding","Protein_coding","0.0021269637346038","0.00195997518625807","0","0.0051782634047996","0","0.00991820034249574","0.0114225124467185","0.00847075001736858"
"ENSG00000133657.14_3","chr3",194123401,194219093,"-",95692,"ENSG00000133657.14_3","ATP13A3","protein_coding","Protein_coding","30.452991623351","31.4367058891617","28.2551428357407","27.3516515373023","24.3824683230619","25.5065467205484","18.6441238877591","17.1821589993999"
"ENSG00000065882.15_3","chr4",37892708,38140796,"+",248088,"ENSG00000065882.15_3","TBC1D1","protein_coding","Protein_coding","0.268154722892465","0.2397212367834","0.140887312952941","0.157244177493947","0.0758618022811763","0.080299206271755","0.0529062119418507","0.0470265846233144"
"ENSG00000197712.11_2","chr4",38869298,38947360,"+",78062,"ENSG00000197712.11_2","FAM114A1","protein_coding","Protein_coding","0.17716393778123","0.156687025298652","0.115513531141606","0.136832482764116","0.189751147279923","0.166175468633257","0.179076639350263","0.134393356763263"
"ENSG00000184178.15_3","chr4",53739149,54232242,"-",493093,"ENSG00000184178.15_3","SCFD2","protein_coding","Protein_coding","0.140396107833022","0.147494779724009","0.087952011377124","0.0957526478662442","0.0268590046068476","0.0375819844835104","0.0209918256634267","0.0201754548316989"
