,Chr,start,end,strand,length,ENSMID,geneName,geneType,simpleType,ProR1,ProR2,BasoR1,BasoR2,PolyR1,PolyR2,OrthoR1,OrthoR2
ENSG00000168653.10_2,chr1,39491990,39500308,+,8318,ENSG00000168653.10_2,NDUFS5,protein_coding,Protein_coding,2.771053,2.747210365,2.322987308,1.898283383,1.131305771,1.058237725,1.282886981,1.152514599
ENSG00000164008.14_3,chr1,43232940,43241418,+,8478,ENSG00000164008.14_3,C1orf50,protein_coding,Protein_coding,0.525001284,0.570173149,0.607772539,0.401706685,0.472758757,0.338802676,0.415363033,0.62938746
ENSG00000274386.5_4,chr1,43250678,43282290,+,31612,ENSG00000274386.5_4,TMEM269,protein_coding,Protein_coding,0.085485547,0.150597451,0.190164437,0.12732133,0.143326512,0.20224401,0.21604057,0.151629388
ENSG00000117395.12_3,chr1,43629846,43736607,-,106761,ENSG00000117395.12_3,EBNA1BP2,protein_coding,Protein_coding,0.814461274,0.729936756,0.448049294,0.45239912,0.190975822,0.190936342,0.174917286,0.168577624
ENSG00000243710.7_2,chr1,43637820,43720029,+,82209,ENSG00000243710.7_2,CFAP57,protein_coding,Protein_coding,0.019336434,0.008018246,0.005223167,0.00470761,0,0,0.010384317,0.00330036
ENSG00000132780.16_3,chr1,46049518,46084576,+,35058,ENSG00000132780.16_3,NASP,protein_coding,Protein_coding,23.27900822,22.58159523,20.75060579,19.82176208,12.33232003,12.36907625,11.16780672,10.44012153
ENSG00000159658.10_2,chr1,47140831,47184736,-,43905,ENSG00000159658.10_2,EFCAB14,protein_coding,Protein_coding,13.63521782,14.1327997,16.61036741,15.85229375,18.50787649,19.07167561,18.65398901,16.6748662
ENSG00000085831.15_3,chr1,51752930,51810788,-,57858,ENSG00000085831.15_3,TTC39A,protein_coding,Protein_coding,0.046706922,0.054432875,0.170693765,0.203343346,0.641536462,0.656597145,1.26338137,1.295837667
ENSG00000058804.11_2,chr1,54231133,54304533,-,73400,ENSG00000058804.11_2,NDC1,protein_coding,Protein_coding,6.764585595,6.974889862,5.758757414,5.788245803,4.957235979,5.404154025,2.859667989,2.625710713
ENSG00000162601.9_2,chr1,59120411,59165764,-,45353,ENSG00000162601.9_2,MYSM1,protein_coding,Protein_coding,10.73936213,10.87323646,10.27630621,10.10505859,9.798042506,10.59509958,9.837425616,8.644553534
ENSG00000079739.15_2,chr1,64058947,64125916,+,66969,ENSG00000079739.15_2,PGM1,protein_coding,Protein_coding,0.51034092,0.444026058,0.180812534,0.180302014,0.054645026,0.080247725,0.036648933,0.064822669
ENSG00000118473.21_2,chr1,66999066,67213982,+,214916,ENSG00000118473.21_2,SGIP1,protein_coding,Protein_coding,0.004068082,0.002726324,0.032366781,0.02376977,0.10459866,0.089675362,0.211021883,0.188524914
ENSG00000024526.16_3,chr1,68939835,68962904,-,23069,ENSG00000024526.16_3,DEPDC1,protein_coding,Protein_coding,34.79488084,34.86336967,51.36539197,51.28454051,58.67939217,64.04338893,33.25886584,30.25375026
ENSG00000137941.16_3,chr1,84330711,84464833,-,134122,ENSG00000137941.16_3,TTLL7,protein_coding,Protein_coding,0.066371824,0.043686395,0.142146506,0.150045551,0.279346734,0.317787171,0.239482503,0.211733274
ENSG00000153904.18_3,chr1,85784164,86044046,-,259882,ENSG00000153904.18_3,DDAH1,protein_coding,Protein_coding,0.005199223,0.003945555,0.000330451,0.002084835,0.002682186,0.001782676,0.000410612,0.000696006
ENSG00000154511.11_2,chr1,93298294,93427079,-,128785,ENSG00000154511.11_2,FAM69A,protein_coding,Protein_coding,0.014194768,0.006824521,0.009335681,0.003606083,0.002706262,0.005755768,0.00745735,0.005618032
ENSG00000117528.11_2,chr1,94884011,94984222,+,100211,ENSG00000117528.11_2,ABCD3,protein_coding,Protein_coding,1.408618267,1.396694843,1.779078815,1.710062625,1.940680121,2.067449708,1.501450541,1.260783442
ENSG00000156869.12_2,chr1,100174259,100232187,-,57928,ENSG00000156869.12_2,FRRS1,protein_coding,Protein_coding,6.911131664,7.07404462,7.314654974,7.099063749,4.202551366,4.291515532,3.172136934,3.044426988
ENSG00000134215.15_2,chr1,108113782,108507766,-,393984,ENSG00000134215.15_2,VAV3,protein_coding,Protein_coding,0.028445022,0.037923448,0.014168309,0.011591062,0.007961577,0.005173955,0.003791899,0.006197901
ENSG00000143107.8_2,chr1,109255279,109285362,+,30083,ENSG00000143107.8_2,FNDC7,protein_coding,Protein_coding,0.013210359,0.007303926,0.005709421,0.010291736,0,0.01232019,0.024830428,0.033069759
ENSG00000116266.10_2,chr1,109289296,109352148,+,62852,ENSG00000116266.10_2,STXBP3,protein_coding,Protein_coding,3.295498057,3.246521241,3.653638173,3.353345751,5.428736274,5.964654977,8.348114948,7.961612839
ENSG00000116455.13_3,chr1,111982512,111991998,-,9486,ENSG00000116455.13_3,WDR77,protein_coding,Protein_coding,7.071720325,7.605177394,2.815532233,2.660016156,1.194085419,0.683743909,0.629958907,0.686449926
ENSG00000116459.10_2,chr1,111991486,112005395,+,13909,ENSG00000116459.10_2,ATP5F1,protein_coding,Protein_coding,46.08655176,47.53920138,38.38558779,38.04135184,27.06219398,27.57262218,23.49181614,23.50562919
ENSG00000171385.9_3,chr1,112313284,112531777,-,218493,ENSG00000171385.9_3,KCND3,protein_coding,Protein_coding,0.001455084,0.002011268,0.000393048,0,0.000797568,0.001696294,0.004395541,0.000827851
ENSG00000163349.21_3,chr1,114471814,114520491,+,48677,ENSG00000163349.21_3,HIPK1,protein_coding,Protein_coding,24.05000705,25.19669162,37.86427285,36.7823247,55.40386664,59.55696374,66.44828462,58.43275077
ENSG00000116774.11_2,chr1,114522013,114578194,+,56181,ENSG00000116774.11_2,OLFML3,protein_coding,Protein_coding,0.016976866,0.032591683,0.035157793,0.009644026,0.037221763,0.031335937,0.058881592,0.07083089
ENSG00000052723.11_3,chr1,115312100,115323306,-,11206,ENSG00000052723.11_3,SIKE1,protein_coding,Protein_coding,24.89558001,25.35276903,21.32778839,21.12207876,13.48259963,16.23111041,13.19835866,11.64595746
ENSG00000143061.17_3,chr1,117117021,117210377,-,93356,ENSG00000143061.17_3,IGSF3,protein_coding,Protein_coding,1.886658389,1.751088893,0.870226163,0.879676405,0.209064814,0.249120827,0.149739498,0.119157769
ENSG00000134253.9_3,chr1,117653682,117665209,-,11527,ENSG00000134253.9_3,TRIM45,protein_coding,Protein_coding,3.647582549,3.570888263,5.162976834,4.693649737,6.364597756,6.277884065,4.647236109,4.04064245
ENSG00000134240.11_2,chr1,120290619,120311528,-,20909,ENSG00000134240.11_2,HMGCS2,protein_coding,Protein_coding,0.007602606,0.021017169,0.008214478,0.011105492,0.016668706,0.168394881,0.219453498,0.142738183
ENSG00000117362.12_3,chr1,150237799,150241980,-,4181,ENSG00000117362.12_3,APH1A,protein_coding,Protein_coding,62.22022656,67.14518738,46.76986303,47.20737019,33.71890888,34.06216516,27.71768607,25.4382154
ENSG00000118292.8_2,chr1,150240600,150253327,+,12727,ENSG00000118292.8_2,C1orf54,protein_coding,Protein_coding,0.218578656,0.31651397,0.202431664,0.152042065,0.136923854,0.131046375,0.159307004,0.092379753
ENSG00000159208.15_2,chr1,150254953,150259505,+,4552,ENSG00000159208.15_2,CIART,protein_coding,Protein_coding,1.414322713,1.448093134,2.263926003,1.751397664,2.832922052,3.4807466,1.992617712,3.099429992
ENSG00000143373.17_2,chr1,151254094,151264656,+,10562,ENSG00000143373.17_2,ZNF687,protein_coding,Protein_coding,19.07644966,18.5703739,18.59530202,18.97298581,16.74653794,18.75599413,15.92272388,16.42335672
ENSG00000143320.8_2,chr1,156669398,156675608,-,6210,ENSG00000143320.8_2,CRABP2,protein_coding,Protein_coding,0.038396833,0.106146859,0.096803191,0.037392065,0.056123346,0.149206228,0.034367323,0.043690714
ENSG00000122218.14_2,chr1,160259063,160313190,-,54127,ENSG00000122218.14_2,COPA,protein_coding,Protein_coding,20.39348751,21.33493623,22.54092108,21.28411022,21.79293462,23.05684853,24.22165801,21.43907455
ENSG00000162736.15_2,chr1,160313062,160328742,+,15680,ENSG00000162736.15_2,NCSTN,protein_coding,Protein_coding,17.1939451,17.34810649,15.12180325,15.30754351,14.9146002,15.87225019,16.57824447,14.23503644
ENSG00000171786.5_2,chr1,160336857,160342638,+,5781,ENSG00000171786.5_2,NHLH1,protein_coding,Protein_coding,0.068743681,0.152031827,0.178263123,0.093722716,0.241152726,0.256445784,0.092294187,0.312886275
ENSG00000158882.14_3,chr1,161195729,161200534,+,4805,ENSG00000158882.14_3,TOMM40L,protein_coding,Protein_coding,6.881223899,8.856027956,7.077583942,5.219169638,2.611224808,2.853953376,1.687825384,1.56222717
ENSG00000143257.11_2,chr1,161199456,161208092,-,8636,ENSG00000143257.11_2,NR1I3,protein_coding,Protein_coding,0.036814008,0.127213987,0.029832652,0.125477309,0.100893347,0.128749978,0.074138865,0.031417246
ENSG00000000460.16_4,chr1,169631245,169823221,+,191976,ENSG00000000460.16_4,C1orf112,protein_coding,Protein_coding,0.941476041,1.002997582,1.130871778,1.167216516,1.285350212,1.42381521,0.888253956,0.724079772
ENSG00000000457.13_2,chr1,169818772,169863408,-,44636,ENSG00000000457.13_2,SCYL3,protein_coding,Protein_coding,1.287415634,1.125628512,1.310222575,1.3282912,1.26102127,1.40949343,1.405721771,1.274456049
ENSG00000117523.15_3,chr1,171454690,171562650,+,107960,ENSG00000117523.15_3,PRRC2C,protein_coding,Protein_coding,11.52981567,11.61169555,9.523291266,8.708752542,6.950504171,7.570655718,7.510065543,6.870105753
ENSG00000116406.18_2,chr1,184659365,184724047,-,64682,ENSG00000116406.18_2,EDEM3,protein_coding,Protein_coding,8.173998448,8.100684804,7.401924767,7.200229944,6.263897982,6.812977528,9.35915538,8.453648559
ENSG00000134371.10_3,chr1,193091147,193223031,+,131884,ENSG00000134371.10_3,CDC73,protein_coding,Protein_coding,3.044647241,3.103832222,3.864013777,3.757865101,4.468756093,4.747230932,5.286008552,4.689861089
ENSG00000134376.15_3,chr1,197237334,197447585,+,210251,ENSG00000134376.15_3,CRB1,protein_coding,Protein_coding,0.004158344,0.003135167,0.034310295,0.035341336,0.186487448,0.213738235,0.298432811,0.25077831
ENSG00000081237.18_3,chr1,198607801,198726412,+,118611,ENSG00000081237.18_3,PTPRC,protein_coding,Protein_coding,1.382420008,1.282530694,0.317850419,0.251890699,0.032322346,0.042965144,0.100762833,0.030499626
ENSG00000118197.13_3,chr1,200593024,200639097,-,46073,ENSG00000118197.13_3,DDX59,protein_coding,Protein_coding,1.057498434,1.007857204,1.101600753,1.159184042,1.425935946,1.39972042,1.227542937,1.169928321
ENSG00000198700.9_2,chr1,201798269,201853422,+,55153,ENSG00000198700.9_2,IPO9,protein_coding,Protein_coding,10.37597953,10.46171957,12.03008784,12.11833618,12.06978075,12.96792383,9.430260684,8.636815935
ENSG00000143847.15_2,chr1,202995626,203047868,+,52242,ENSG00000143847.15_2,PPFIA4,protein_coding,Protein_coding,5.921323481,6.397155571,8.309685746,7.645038934,10.62416484,11.64554007,7.35343097,6.606144324
ENSG00000182795.12_2,chr1,207191866,207206101,-,14235,ENSG00000182795.12_2,C1orf116,protein_coding,Protein_coding,0.340594879,0.401322371,0.126690794,0.244683586,0.306046696,0.312436897,1.034496269,1.124540966
ENSG00000082512.14_2,chr1,211499957,211548288,+,48331,ENSG00000082512.14_2,TRAF5,protein_coding,Protein_coding,0.226944183,0.257619883,0.008884387,0.022420849,0.014422461,0.030674165,0.02649493,0.026197614
ENSG00000117650.12_2,chr1,211831999,211848972,-,16973,ENSG00000117650.12_2,NEK2,protein_coding,Protein_coding,29.95129428,29.75739296,53.27356368,49.72981612,65.87352483,66.84104949,35.08188347,30.28157997
ENSG00000117724.12_2,chr1,214776538,214837931,+,61393,ENSG00000117724.12_2,CENPF,protein_coding,Protein_coding,36.19666251,36.35283976,53.57512007,49.50231163,56.78953007,63.0939798,37.95434873,35.97379786
ENSG00000162909.17_2,chr1,223889295,223963720,+,74425,ENSG00000162909.17_2,CAPN2,protein_coding,Protein_coding,1.891321974,1.956382526,1.014269268,0.888155117,0.664973985,0.694694573,0.430139896,0.363338845
ENSG00000143786.7_3,chr1,224622362,224928251,+,305889,ENSG00000143786.7_3,CNIH3,protein_coding,Protein_coding,0.014031227,0.008380317,0.007860993,0.005060762,0.003987855,0.008784412,0.019884666,0.01419178
ENSG00000135776.4_2,chr1,229652329,229694442,-,42113,ENSG00000135776.4_2,ABCB10,protein_coding,Protein_coding,60.40046215,59.65847689,120.0211539,119.2057396,159.7221074,167.3868965,142.20808,130.7407031
ENSG00000162946.21_4,chr1,231762561,232177018,+,414457,ENSG00000162946.21_4,DISC1,protein_coding,Protein_coding,0.000383545,0.000176716,0.00062162,0.000560263,0,0,0.000514941,0.000654638
ENSG00000143674.10_2,chr1,233463514,233520894,+,57380,ENSG00000143674.10_2,MAP3K21,protein_coding,Protein_coding,0.051251541,0.06637416,0,0.010791436,0,0.001614797,0.001859717,0.00315231
ENSG00000059588.9_2,chr1,234527059,234614849,-,87790,ENSG00000059588.9_2,TARBP1,protein_coding,Protein_coding,7.229289587,7.118900699,3.532365825,3.378549187,0.76819429,0.776803754,0.482561613,0.434737284
ENSG00000188739.14_3,chr1,235294498,235324772,-,30274,ENSG00000188739.14_3,RBM34,protein_coding,Protein_coding,0.30979753,0.309668052,0.277996613,0.327257763,0.29932204,0.355031374,0.236163246,0.307699581
ENSG00000054267.21_3,chr1,235294949,235491534,-,196585,ENSG00000054267.21_3,ARID4B,protein_coding,Protein_coding,1.250129083,1.228357576,1.55081935,1.469403442,1.828748613,1.924925417,2.397641993,2.141552841
ENSG00000119285.10_3,chr1,236712305,236767804,-,55499,ENSG00000119285.10_3,HEATR1,protein_coding,Protein_coding,12.24895572,12.57398185,6.560907784,6.490692217,3.224708366,3.624542663,4.308876162,3.762688458
ENSG00000162851.7_2,chr1,246703862,246729626,-,25764,ENSG00000162851.7_2,TFB2M,protein_coding,Protein_coding,2.486494493,2.584085215,1.563301653,1.469079719,0.710200817,0.985407408,1.3295328,1.249672445
ENSG00000162852.13_3,chr1,246729746,246831886,+,102140,ENSG00000162852.13_3,CNST,protein_coding,Protein_coding,1.055187375,1.101416557,0.921505508,0.719908906,0.714863837,0.83186343,0.881767133,0.747319095
ENSG00000162714.12_3,chr1,247460714,247495148,-,34434,ENSG00000162714.12_3,ZNF496,protein_coding,Protein_coding,2.991460528,2.971427712,0.788102749,0.869907919,0.258099914,0.207196207,0.117761529,0.16021451
ENSG00000119203.13_2,chr2,9563697,9613230,+,49533,ENSG00000119203.13_2,CPSF3,protein_coding,Protein_coding,5.765385287,5.90567668,5.147528981,5.169168194,4.014173791,3.952604998,3.106547097,2.915880827
ENSG00000151779.12_3,chr2,15307033,15701454,-,394421,ENSG00000151779.12_3,NBAS,protein_coding,Protein_coding,6.466994686,6.709841305,6.438566956,6.251649776,5.179011149,5.632657755,4.337725611,3.825371397
ENSG00000197872.11_3,chr2,16730727,16847599,-,116872,ENSG00000197872.11_3,FAM49A,protein_coding,Protein_coding,0.023122468,0.053267791,0.000734806,0.005298212,0,0,0.000913055,0.003869181
ENSG00000055917.15_2,chr2,20448452,20551995,-,103543,ENSG00000055917.15_2,PUM2,protein_coding,Protein_coding,10.91705959,11.27023705,10.14933181,10.05503585,10.30333309,10.90483203,10.52749251,9.683082157
ENSG00000143869.6_2,chr2,20866424,20879005,+,12581,ENSG00000143869.6_2,GDF7,protein_coding,Protein_coding,0.075810932,0.122253238,0.088738365,0.079979371,0.013851283,0.05891873,0.042409403,0.0071886
ENSG00000118961.14_3,chr2,20883774,21022890,-,139116,ENSG00000118961.14_3,LDAH,protein_coding,Protein_coding,1.21065284,1.202999262,0.903747751,0.869067967,0.807956151,0.714662823,0.602910404,0.536335264
ENSG00000115137.11_3,chr2,25166505,25194963,-,28458,ENSG00000115137.11_3,DNAJC27,protein_coding,Protein_coding,2.12821915,1.850464483,1.931340439,2.045329396,2.228959448,2.301937825,2.602330246,2.427998812
ENSG00000115808.11_2,chr2,37070783,37193615,-,122832,ENSG00000115808.11_2,STRN,protein_coding,Protein_coding,4.211807355,4.197757771,5.152052362,5.159600848,6.970122318,7.152650066,6.049988555,5.592846747
ENSG00000055332.16_3,chr2,37326353,37384208,-,57855,ENSG00000055332.16_3,EIF2AK2,protein_coding,Protein_coding,6.623110242,6.370242613,5.475843056,4.992873144,3.677730697,4.143182669,2.908694497,2.743441533
ENSG00000143889.15_3,chr2,38789120,38830728,-,41608,ENSG00000143889.15_3,HNRNPLL,protein_coding,Protein_coding,5.895013871,6.368658476,5.624357279,5.56402877,6.093843705,6.250922614,4.690770429,4.186382712
ENSG00000163214.20_3,chr2,39024871,39103075,-,78204,ENSG00000163214.20_3,DHX57,protein_coding,Protein_coding,1.651544,1.80565303,1.158528515,1.19263589,0.423379468,0.552122569,0.335670715,0.329591027
ENSG00000152527.13_3,chr2,43864412,43995126,+,130714,ENSG00000152527.13_3,PLEKHH2,protein_coding,Protein_coding,0.031618917,0.030817459,0.011168891,0.007697878,0.001333162,0.000708853,0.005714566,0.001383781
ENSG00000138095.18_2,chr2,44113647,44223144,-,109497,ENSG00000138095.18_2,LRPPRC,protein_coding,Protein_coding,18.55997013,19.01383713,10.72684145,10.5488159,4.917693049,5.610348746,4.206167171,3.839046612
ENSG00000171132.13_2,chr2,45878484,46415129,+,536645,ENSG00000171132.13_2,PRKCE,protein_coding,Protein_coding,0.007109186,0.004776802,0.001120196,0.000288465,0.000324727,0.00051798,0.00079539,0.000337056
ENSG00000095002.13_3,chr2,47630108,47789450,+,159342,ENSG00000095002.13_3,MSH2,protein_coding,Protein_coding,4.088748723,4.221413061,3.635794329,3.53825776,2.62145815,2.970873701,2.246156996,2.0915426
ENSG00000068878.14_2,chr2,54091204,54197977,-,106773,ENSG00000068878.14_2,PSME4,protein_coding,Protein_coding,6.919165191,7.07286844,9.127274601,8.697555467,11.60741365,12.75051081,19.41363661,17.39711907
ENSG00000115355.15_2,chr2,55514978,55647057,-,132079,ENSG00000115355.15_2,CCDC88A,protein_coding,Protein_coding,4.544582163,4.788338103,3.464285523,3.339755545,2.764110584,3.046032954,1.91479325,1.807028925
ENSG00000138035.14_2,chr2,55861400,55921045,-,59645,ENSG00000138035.14_2,PNPT1,protein_coding,Protein_coding,3.462030218,3.403889251,2.220207502,2.054265945,0.745025772,0.964708506,0.721005068,0.608036732
ENSG00000173163.10_3,chr2,62115859,62374382,+,258523,ENSG00000173163.10_3,COMMD1,protein_coding,Protein_coding,0.160178524,0.208797137,0.174066555,0.158082767,0.143577232,0.12078396,0.08337954,0.075563845
ENSG00000011523.13_3,chr2,65283500,65314138,+,30638,ENSG00000011523.13_3,CEP68,protein_coding,Protein_coding,4.97569718,4.893433257,3.638291699,3.726330774,2.61639059,2.981913585,3.61181634,2.901700552
ENSG00000138069.16_2,chr2,65297835,65357240,-,59405,ENSG00000138069.16_2,RAB1A,protein_coding,Protein_coding,4.264074792,4.285613545,4.707004689,4.463896877,5.925616322,5.934856348,5.99612456,5.582739919
ENSG00000197223.11_2,chr2,68268262,68338080,-,69818,ENSG00000197223.11_2,C1D,protein_coding,Protein_coding,2.365614044,2.48515737,2.750347886,2.68729291,2.950225628,3.003279147,4.024303896,3.961225476
ENSG00000204923.3_2,chr2,68686551,68694390,-,7839,ENSG00000204923.3_2,FBXO48,protein_coding,Protein_coding,5.252122484,4.80240401,7.438619509,6.003336809,9.825773837,9.716049162,8.848303407,7.879878579
ENSG00000169621.9_4,chr2,68694693,68882994,+,188301,ENSG00000169621.9_4,APLF,protein_coding,Protein_coding,0.130006133,0.142358924,0.096230571,0.1035852,0.094395807,0.083159645,0.086138693,0.098940495
ENSG00000163013.11_2,chr2,73481810,73511559,-,29749,ENSG00000163013.11_2,FBXO41,protein_coding,Protein_coding,0.09618246,0.071397313,0.051961702,0.015610926,0.011715553,0.009343884,0.003587029,0.009120284
ENSG00000163541.11_2,chr2,84650647,84687169,-,36522,ENSG00000163541.11_2,SUCLG1,protein_coding,Protein_coding,4.291588856,4.022838659,4.669903723,4.348831682,4.046191737,4.391582707,3.231527743,3.174628855
ENSG00000176407.17_3,chr2,85198216,85286595,+,88379,ENSG00000176407.17_3,KCMF1,protein_coding,Protein_coding,2.519908654,2.385881227,3.089048163,2.915509807,3.484116152,3.867569463,3.502724334,3.462906435
ENSG00000042445.13_3,chr2,85569211,85581743,-,12532,ENSG00000042445.13_3,RETSAT,protein_coding,Protein_coding,1.572885269,1.466930619,0.287814148,0.203818381,0.139054412,0.19223458,0.357631874,0.331968543
ENSG00000168883.19_3,chr2,85829979,85876405,+,46426,ENSG00000168883.19_3,USP39,protein_coding,Protein_coding,5.528057203,5.464782162,6.243034646,5.780193394,5.968167673,5.903580005,4.888926822,4.725948838
ENSG00000196912.12_3,chr2,98109127,98206428,-,97301,ENSG00000196912.12_3,ANKRD36B,protein_coding,Protein_coding,1.977621779,1.831390865,0.950564595,1.019812935,0.460278807,0.482802162,0.304884121,0.277915885
ENSG00000071073.12_2,chr2,99235569,99347589,-,112020,ENSG00000071073.12_2,MGAT4A,protein_coding,Protein_coding,0.012061994,0.011115003,0.010732866,0.005527697,0.006222567,0.005790033,0.015241641,0.012110308
ENSG00000163162.8_2,chr2,101887681,101925163,-,37482,ENSG00000163162.8_2,RNF149,protein_coding,Protein_coding,3.524309281,3.556353065,2.153715493,1.91635081,1.15301268,1.32995844,1.807832888,1.720387426
ENSG00000135966.12_2,chr2,105880848,105946491,-,65643,ENSG00000135966.12_2,TGFBRAP1,protein_coding,Protein_coding,4.190626248,4.215312449,1.588230387,1.623660832,0.440681507,0.568846612,0.320247036,0.394037086
ENSG00000163006.11_4,chr2,109403213,109501933,+,98720,ENSG00000163006.11_4,CCDC138,protein_coding,Protein_coding,0.959703015,1.022351667,0.63329997,0.588038704,0.240070568,0.343521948,0.250778414,0.209792434
ENSG00000153093.18_3,chr2,111490150,111875799,+,385649,ENSG00000153093.18_3,ACOXL,protein_coding,Protein_coding,0.014220754,0.008546269,0.00222685,0.000401409,0,0.001922102,0.001383519,0.000234513
